Entry,Entry name,Status,Protein names,Gene names,Organism,Length,EC number
P07975,HEMA_INCJH,reviewed,Hemagglutinin-esterase-fusion glycoprotein (HEF) (EC 3.1.1.53) [Cleaved into: Hemagglutinin-esterase-fusion glycoprotein chain 1 (HEF1); Hemagglutinin-esterase-fusion glycoprotein chain 2 (HEF2)],HE,Influenza C virus (strain C/Johannesburg/1/1966),655,3.1.1.53
P19957,ELAF_HUMAN,reviewed,Elafin (Elastase-specific inhibitor) (ESI) (Peptidase inhibitor 3) (PI-3) (Protease inhibitor WAP3) (Skin-derived antileukoproteinase) (SKALP) (WAP four-disulfide core domain protein 14),PI3 WAP3 WFDC14,Homo sapiens (Human),117,
P0DJD7,PEPA4_HUMAN,reviewed,Pepsin A-4 (EC 3.4.23.1) (Pepsinogen-4),PGA4,Homo sapiens (Human),388,3.4.23.1
P32542,POL_EIAVC,reviewed,Pol polyprotein [Cleaved into: Protease (Retropepsin) (EC 3.4.23.-); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 3.1.26.13) (Exoribonuclease H) (EC 3.1.13.2); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)],pol,Equine infectious anemia virus (isolate CL22) (EIAV),1146,3.4.23.-; 2.7.7.49; 3.1.26.13; 3.1.13.2; 2.7.7.-; 3.1.-.-
Q9UKM7,MA1B1_HUMAN,reviewed,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (ER alpha-1,2-mannosidase) (ER mannosidase 1) (ERMan1) (Man9GlcNAc2-specific-processing alpha-mannosidase) (Mannosidase alpha class 1B member 1)",MAN1B1 UNQ747/PRO1477,Homo sapiens (Human),699,3.2.1.113
O15527,OGG1_HUMAN,reviewed,N-glycosylase/DNA lyase [Includes: 8-oxoguanine DNA glycosylase (EC 3.2.2.-); DNA-(apurinic or apyrimidinic site) lyase (AP lyase) (EC 4.2.99.18)],OGG1 MMH MUTM OGH1,Homo sapiens (Human),345,3.2.2.-; 4.2.99.18
P35049,TRYP_FUSOX,reviewed,Trypsin (EC 3.4.21.4),,Fusarium oxysporum (Fusarium vascular wilt),248,3.4.21.4
Q44185,DCAS_RHIRD,reviewed,N-carbamoyl-D-amino acid hydrolase (EC 3.5.1.77) (D-N-alpha-carbamilase),,Rhizobium radiobacter (Agrobacterium tumefaciens) (Agrobacterium radiobacter),304,3.5.1.77
P14870,T2F1_PLAOK,reviewed,Type-2 restriction enzyme FokI (R.FokI) (EC 3.1.21.4) (Endonuclease FokI) (Type II restriction enzyme FokI) (Type IIS restriction enzyme FokI),fokIR rfoKI,Planomicrobium okeanokoites (Planococcus okeanokoites) (Flavobacterium okeanokoites),583,3.1.21.4
P28506,HIR2B_HIRME,reviewed,Hirudin-2B (Hirudin IIB),,Hirudo medicinalis (Medicinal leech),65,
P29350,PTN6_HUMAN,reviewed,Tyrosine-protein phosphatase non-receptor type 6 (EC 3.1.3.48) (Hematopoietic cell protein-tyrosine phosphatase) (Protein-tyrosine phosphatase 1C) (PTP-1C) (Protein-tyrosine phosphatase SHP-1) (SH-PTP1),PTPN6 HCP PTP1C,Homo sapiens (Human),595,3.1.3.48
Q16667,CDKN3_HUMAN,reviewed,Cyclin-dependent kinase inhibitor 3 (EC 3.1.3.16) (EC 3.1.3.48) (CDK2-associated dual-specificity phosphatase) (Cyclin-dependent kinase interactor 1) (Cyclin-dependent kinase-interacting protein 2) (Kinase-associated phosphatase),CDKN3 CDI1 CIP2 KAP,Homo sapiens (Human),212,3.1.3.16; 3.1.3.48
P10144,GRAB_HUMAN,reviewed,Granzyme B (EC 3.4.21.79) (C11) (CTLA-1) (Cathepsin G-like 1) (CTSGL1) (Cytotoxic T-lymphocyte proteinase 2) (Lymphocyte protease) (Fragmentin-2) (Granzyme-2) (Human lymphocyte protein) (HLP) (SECT) (T-cell serine protease 1-3E),GZMB CGL1 CSPB CTLA1 GRB,Homo sapiens (Human),247,3.4.21.79
O46469,RGS9_BOVIN,reviewed,Regulator of G-protein signaling 9 (RGS9),RGS9,Bos taurus (Bovine),484,
P04695,GNAT1_BOVIN,reviewed,Guanine nucleotide-binding protein G(t) subunit alpha-1 (Transducin alpha-1 chain),GNAT1,Bos taurus (Bovine),350,
P04972,CNRG_BOVIN,reviewed,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma (GMP-PDE gamma) (EC 3.1.4.35)",PDE6G PDEG,Bos taurus (Bovine),87,3.1.4.35
P10824,GNAI1_RAT,reviewed,Guanine nucleotide-binding protein G(i) subunit alpha-1 (Adenylate cyclase-inhibiting G alpha protein),Gnai1 Gnai-1,Rattus norvegicus (Rat),354,
Q46041,Q46041_CITFR,unreviewed,Beta-lactamase (EC 3.5.2.6),,Citrobacter freundii,381,3.5.2.6
P0ABA6,ATPG_ECOLI,reviewed,ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit),atpG papC uncG b3733 JW3711,Escherichia coli (strain K12),287,
O04147,CPD_ARATH,reviewed,Cyclic phosphodiesterase (CPDase) (EC 3.1.4.-),At4g18930 F13C5.100 F13C5_100,Arabidopsis thaliana (Mouse-ear cress),181,3.1.4.-
P09467,F16P1_HUMAN,reviewed,"Fructose-1,6-bisphosphatase 1 (FBPase 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1) (Liver FBPase)",FBP1 FBP,Homo sapiens (Human),338,3.1.3.11
P10081,IF4A_YEAST,reviewed,ATP-dependent RNA helicase eIF4A (EC 3.6.4.13) (Eukaryotic initiation factor 4A) (eIF-4A) (Stimulator factor I 37 kDa component) (Translation initiation factor 1/2) (p37),TIF1 TIF41A YKR059W; TIF2 TIF41B YJL138C J0660,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),395,3.6.4.13
P38995,ATU2_YEAST,reviewed,Copper-transporting ATPase (EC 7.2.2.8) (Cu(2+)-ATPase),CCC2 YDR270W D9954.6,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1004,7.2.2.8
P0A921,PA1_ECOLI,reviewed,Phospholipase A1 (EC 3.1.1.32) (EC 3.1.1.4) (Detergent-resistant phospholipase A) (DR-phospholipase A) (Outer membrane phospholipase A) (OM PLA) (OMPLA) (Phosphatidylcholine 1-acylhydrolase),pldA b3821 JW3794,Escherichia coli (strain K12),289,3.1.1.32; 3.1.1.4
P25777,ORYB_ORYSJ,reviewed,Oryzain beta chain (EC 3.4.22.-),Os04g0670200 LOC_Os04g57440 H0818H01.14 OSJNBa0043A12.28,Oryza sativa subsp. japonica (Rice),466,3.4.22.-
P00825,ATPB_SPIOL,reviewed,"ATP synthase subunit beta, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)",atpB,Spinacia oleracea (Spinach),498,7.1.2.2
P06450,ATPA_SPIOL,reviewed,"ATP synthase subunit alpha, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)",atpA,Spinacia oleracea (Spinach),507,7.1.2.2
P00592,PA21B_PIG,reviewed,"Phospholipase A2, major isoenzyme (EC 3.1.1.4) (Group IB phospholipase A2) (Phosphatidylcholine 2-acylhydrolase 1B)",PLA2G1B,Sus scrofa (Pig),146,3.1.1.4
P68401,PA1B2_BOVIN,reviewed,Platelet-activating factor acetylhydrolase IB subunit alpha2 (EC 3.1.1.47) (PAF acetylhydrolase 30 kDa subunit) (PAF-AH 30 kDa subunit) (PAF-AH subunit beta) (PAFAH subunit beta),PAFAH1B2P68402 PAFAHB,Bos taurus (Bovine),229,3.1.1.47
P04995,EX1_ECOLI,reviewed,Exodeoxyribonuclease I (ExoI) (Exonuclease I) (EC 3.1.11.1) (DNA deoxyribophosphodiesterase) (dRPase),sbcB cpeA xonA b2011 JW1993,Escherichia coli (strain K12),475,3.1.11.1
P07477,TRY1_HUMAN,reviewed,Trypsin-1 (EC 3.4.21.4) (Beta-trypsin) (Cationic trypsinogen) (Serine protease 1) (Trypsin I) [Cleaved into: Alpha-trypsin chain 1; Alpha-trypsin chain 2],PRSS1 TRP1 TRY1 TRYP1,Homo sapiens (Human),247,3.4.21.4
P36936,PEPE_SALTY,reviewed,Peptidase E (EC 3.4.13.21) (Alpha-aspartyl dipeptidase) (Asp-specific dipeptidase) (Dipeptidase E),pepE STM4190,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),229,3.4.13.21
P00641,ENDO_BPT7,reviewed,Endonuclease I (EC 3.1.21.2) (Gene product 3) (Gp3) (Junction-resolving enzyme gp3),3,Escherichia phage T7 (Bacteriophage T7),149,3.1.21.2
P19424,GUN_BACS6,reviewed,"Endoglucanase (EC 3.2.1.4) (Alkaline cellulase) (Endo-1,4-beta-glucanase)",,Bacillus sp. (strain KSM-635),941,3.2.1.4
Q93K97,ADPP_ECOLI,reviewed,ADP-ribose pyrophosphatase (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (ASPPase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase),nudF aspP yqiE yzzG b3034 JW3002,Escherichia coli (strain K12),209,3.6.1.13
P21242,PSA7_YEAST,reviewed,Probable proteasome subunit alpha type-7 (Macropain subunit C1) (Multicatalytic endopeptidase complex subunit C1) (Proteasome component C1) (Proteinase YSCE subunit 1),PRE10 PRC1 PRS1 YOR362C O6650,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),288,
P21243,PSA1_YEAST,reviewed,Proteasome subunit alpha type-1 (Macropain subunit C7-alpha) (Multicatalytic endopeptidase complex C7) (Proteasome component C7-alpha) (Proteasome component Y8) (Proteinase YSCE subunit 7) (SCL1 suppressor protein),SCL1 PRC2 PRS2 YGL011C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),252,
P22141,PSB4_YEAST,reviewed,Proteasome subunit beta type-4 (Macropain subunit C11) (Multicatalytic endopeptidase complex subunit C11) (Proteasome component C11) (Proteinase YSCE subunit 11),PRE1 YER012W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),198,
P23638,PSA3_YEAST,reviewed,Proteasome subunit alpha type-3 (Macropain subunit Y13) (Multicatalytic endopeptidase complex subunit Y13) (Proteasome component Y13) (Proteinase YSCE subunit 13),PRE9 PRS5 YGR135W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),258,
P23639,PSA2_YEAST,reviewed,Proteasome subunit alpha type-2 (Macropain subunit Y7) (Multicatalytic endopeptidase complex subunit Y7) (Proteasome component Y7) (Proteinase YSCE subunit 7),PRE8 PRS4 YML092C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),250,
P23724,PSB6_YEAST,reviewed,Proteasome subunit beta type-6 (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5),PRE7 PRS3 PTS1 YBL041W YBL0407,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),241,
P25043,PSB2_YEAST,reviewed,Proteasome subunit beta type-2 (EC 3.4.25.1) (Macropain subunit PUP1) (Multicatalytic endopeptidase complex subunit PUP1) (Proteasome component PUP1) (Proteinase YSCE subunit PUP1),PUP1 YOR157C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),261,3.4.25.1
P25451,PSB3_YEAST,reviewed,Proteasome subunit beta type-3 (Macropain subunit PUP3) (Multicatalytic endopeptidase complex subunit PUP3) (Proteasome component PUP3),PUP3 YER094C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),205,
P30656,PSB5_YEAST,reviewed,Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain subunit PRE2) (Multicatalytic endopeptidase complex subunit PRE2) (Proteasome component PRE2) (Proteinase YSCE subunit PRE2),PRE2 DOA3 PRG1 YPR103W P8283.10,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),287,3.4.25.1
P30657,PSB7_YEAST,reviewed,Proteasome subunit beta type-7 (Macropain subunit PRE4) (Multicatalytic endopeptidase complex subunit PRE4) (Proteasome component PRE4) (Proteinase YSCE subunit PRE4),PRE4 YFR050C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),266,
P32379,PSA5_YEAST,reviewed,Proteasome subunit alpha type-5 (Macropain subunit PUP2) (Multicatalytic endopeptidase complex subunit PUP2) (Proteasome component PUP2) (Proteinase YSCE subunit PUP2),PUP2 DOA5 YGR253C G9155,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),260,
P38624,PSB1_YEAST,reviewed,Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit PRE3) (Multicatalytic endopeptidase complex subunit PRE3) (Proteasome component PRE3) (Proteinase YSCE subunit PRE3),PRE3 YJL001W J1407,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),215,3.4.25.1
P40302,PSA6_YEAST,reviewed,Proteasome subunit alpha type-6 (Macropain subunit PRE5) (Multicatalytic endopeptidase complex subunit PRE5) (Proteasome component PRE5) (Proteinase YSCE subunit PRE5),PRE5 YMR314W YM9924.06,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),234,
P40303,PSA4_YEAST,reviewed,Proteasome subunit alpha type-4 (Macropain subunit PRE6) (Multicatalytic endopeptidase complex subunit PRE6) (Proteasome component PRE6) (Proteinase YSCE subunit PRE6),PRE6 YOL038W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),254,
Q6SLM1,PA2B5_BUNCE,reviewed,Basic phospholipase A2 2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragment),,Bungarus caeruleus (Indian krait),137,3.1.1.4
P81054,PLMP_GRIFR,reviewed,Peptidyl-Lys metalloendopeptidase (MEP) (EC 3.4.24.20) (GfMEP),MEP,Grifola frondosa (Maitake) (Polyporus frondosus),348,3.4.24.20
P9WHJ3,RECA_MYCTU,reviewed,Protein RecA (Recombinase A) [Cleaved into: Endonuclease PI-MtuI (EC 3.1.-.-) (Mtu RecA intein)],recA Rv2737c MTV002.02c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),790,3.1.-.-
Q6SLM0,PA2B3_BUNCE,reviewed,Basic phospholipase A2 3 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragment),,Bungarus caeruleus (Indian krait),137,3.1.1.4
P43772,HSLV_HAEIN,reviewed,ATP-dependent protease subunit HslV (EC 3.4.25.2),hslV HI_0496,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),175,3.4.25.2
P0A6H5,HSLU_ECOLI,reviewed,ATP-dependent protease ATPase subunit HslU (Heat shock protein HslU) (Unfoldase HslU),hslU htpI b3931 JW3902,Escherichia coli (strain K12),443,
P0A7B8,HSLV_ECOLI,reviewed,ATP-dependent protease subunit HslV (EC 3.4.25.2) (Heat shock protein HslV),hslV htpO yiiC b3932 JW3903,Escherichia coli (strain K12),176,3.4.25.2
P03772,PP_LAMBD,reviewed,Serine/threonine-protein phosphatase (EC 3.1.3.16),,Escherichia phage lambda (Bacteriophage lambda),221,3.1.3.16
P16897,BLP4_PSEAI,reviewed,Beta-lactamase PSE-4 (EC 3.5.2.6) (Beta-lactamase CARB-1) (Carbenicillinase 1),pse4 carB1,Pseudomonas aeruginosa,288,3.5.2.6
P01887,B2MG_MOUSE,reviewed,Beta-2-microglobulin,B2m,Mus musculus (Mouse),119,
P01901,HA1B_MOUSE,reviewed,"H-2 class I histocompatibility antigen, K-B alpha chain (H-2K(B))",H2-K1 H2-K,Mus musculus (Mouse),369,
P07265,MAL62_YEASX,reviewed,Alpha-glucosidase MAL62 (EC 3.2.1.20) (Maltase),MAL62 MAL6S,Saccharomyces cerevisiae (Baker's yeast),584,3.2.1.20
Q05315,LEG10_HUMAN,reviewed,Galectin-10 (Gal-10) (Charcot-Leyden crystal protein) (CLC) (Eosinophil lysophospholipase) (Lysolecithin acylhydrolase),CLC LGALS10 LGALS10A,Homo sapiens (Human),142,
P37700,GUNG_RUMCH,reviewed,"Endoglucanase G (EC 3.2.1.4) (Cellulase G) (EGCCG) (Endo-1,4-beta-glucanase G)",celCCG Ccel_0731,Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10) (Clostridium cellulolyticum),725,3.2.1.4
P13717,NUCA_SERMA,reviewed,Nuclease (EC 3.1.30.2) (Endonuclease) [Cleaved into: Nuclease isoform Sm2; Nuclease isoform Sm3; Nuclease isoform Sm1],nucA nuc,Serratia marcescens,266,3.1.30.2
P01062,IBB_VIGRR,reviewed,Bowman-Birk type trypsin inhibitor,,Vigna radiata var. radiata (Mung bean) (Phaseolus aureus),72,
O69771,O69771_9PSED,unreviewed,Serralysin (EC 3.4.24.40),PAPRA,Pseudomonas sp. 'TAC II 18',480,3.4.24.40
Q59401,Q59401_ENTCL,unreviewed,Beta-lactamase (EC 3.5.2.6),,Enterobacter cloacae,384,3.5.2.6
P42790,PICP_PSESR,reviewed,Pseudomonalisin (EC 3.4.21.100) (Pepstatin-insensitive carboxyl proteinase) (Pseudomonapepsin),pcp,Pseudomonas sp. (strain 101) (Achromobacter parvulus T1),587,3.4.21.100
P27051,GUB_BACLI,reviewed,"Beta-glucanase (EC 3.2.1.73) (1,3-1,4-beta-D-glucan 4-glucanohydrolase) (Endo-beta-1,3-1,4 glucanase) (Lichenase)",bg1,Bacillus licheniformis,243,3.2.1.73
P00717,LYG_CYGAT,reviewed,"Lysozyme g (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase) (Goose-type lysozyme)",,Cygnus atratus (Black swan) (Anas atrata),185,3.2.1.17
P48816,LYS_BOMMO,reviewed,"Lysozyme (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase)",,Bombyx mori (Silk moth),137,3.2.1.17
P05994,PAPA4_CARPA,reviewed,Papaya proteinase 4 (EC 3.4.22.25) (Glycyl endopeptidase) (Papaya peptidase B) (Papaya proteinase IV) (PPIV),,Carica papaya (Papaya),348,3.4.22.25
E7FHX4,HJC_PYRFU,reviewed,Holliday junction resolvase Hjc (Hjc) (EC 3.1.22.4),hjc PF1503,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),123,3.1.22.4
P06400,RB_HUMAN,reviewed,Retinoblastoma-associated protein (p105-Rb) (p110-RB1) (pRb) (Rb) (pp110),RB1,Homo sapiens (Human),928,
P00702,LYSC_PHACO,reviewed,"Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)",LYZ,Phasianus colchicus colchicus (Black-necked pheasant),147,3.2.1.17
P15737,E13B_HORVU,reviewed,"Glucan endo-1,3-beta-glucosidase GII (EC 3.2.1.39) ((1->3)-beta-glucan endohydrolase GII) ((1->3)-beta-glucanase isoenzyme GII) (Beta-1,3-endoglucanase GII)",,Hordeum vulgare (Barley),334,3.2.1.39
P23339,RIPS_PHYAM,reviewed,Antiviral protein S (EC 3.2.2.22) (PAP-S) (Ribosome-inactivating protein) (rRNA N-glycosidase),,Phytolacca americana (American pokeweed) (Phytolacca decandra),261,3.2.2.22
P09989,RIPT_TRIKI,reviewed,Ribosome-inactivating protein alpha-trichosanthin (Alpha-TCS) (EC 3.2.2.22) (rRNA N-glycosidase),,Trichosanthes kirilowii (Chinese snake gourd) (Chinese cucumber),289,3.2.2.22
P14780,MMP9_HUMAN,reviewed,Matrix metalloproteinase-9 (MMP-9) (EC 3.4.24.35) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B) (GELB) [Cleaved into: 67 kDa matrix metalloproteinase-9; 82 kDa matrix metalloproteinase-9],MMP9 CLG4B,Homo sapiens (Human),707,3.4.24.35
P80060,LCM_LOCMI,reviewed,Protease inhibitors [Cleaved into: Protease inhibitor LCMI-I (PARS intercerebralis major peptide D2) (PMP-D2); Protease inhibitor LCMI-II (PARS intercerebralis major peptide C) (PMP-C)],,Locusta migratoria (Migratory locust),92,
P25774,CATS_HUMAN,reviewed,Cathepsin S (EC 3.4.22.27),CTSS,Homo sapiens (Human),331,3.4.22.27
Q64512,PTN13_MOUSE,reviewed,Tyrosine-protein phosphatase non-receptor type 13 (EC 3.1.3.48) (PTP36) (Protein tyrosine phosphatase DPZPTP) (Protein tyrosine phosphatase PTP-BL) (Protein-tyrosine phosphatase RIP),Ptpn13 Ptp14,Mus musculus (Mouse),2453,3.1.3.48
O52780,O52780_HUNTH,unreviewed,"Endo-1,4-beta-xylanase (EC 3.2.1.8)",xynU,Hungateiclostridium thermocellum (Clostridium thermocellum),683,3.2.1.8
Q59976,Q59976_STRSQ,unreviewed,Beta-glucosidase (EC 3.2.1.21),bgl3,Streptomyces sp.,479,3.2.1.21
P16317,PRTC_DICCH,reviewed,Serralysin C (EC 3.4.24.40) (Secreted protease C) (ProC),prtC,Dickeya chrysanthemi (Pectobacterium chrysanthemi) (Erwinia chrysanthemi),479,3.4.24.40
P81165,PA2H2_CERGO,reviewed,Basic phospholipase A2 homolog GodMT-II (svPLA2 homolog) (Myotoxin II),,Cerrophidion godmani (Porthidium godmani) (Bothrops godmani),121,
P48467,KINH_NEUCR,reviewed,Kinesin heavy chain,kin NCU09730,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),928,
P22498,BGAL_SACS2,reviewed,Beta-galactosidase (Lactase) (EC 3.2.1.23),lacS SSO3019,Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus),489,3.2.1.23
P80966,PA2A1_OPHHA,reviewed,Acidic phospholipase A2 1 (svPLA2) (EC 3.1.1.4) (APLA2-1) (OHV A-PLA2) (OHV-APLA2) (Phosphatidylcholine 2-acylhydrolase),,Ophiophagus hannah (King cobra) (Naja hannah),151,3.1.1.4
Q54276,Q54276_SERMA,unreviewed,Chitinase,chiB,Serratia marcescens,499,
P16233,LIPP_HUMAN,reviewed,Pancreatic triacylglycerol lipase (PL) (PTL) (Pancreatic lipase) (EC 3.1.1.3),PNLIP,Homo sapiens (Human),465,3.1.1.3
P81139,LIPR2_CAVPO,reviewed,Pancreatic lipase-related protein 2 (PL-RP2) (Cytotoxic T lymphocyte lipase) (GPL) (Galactolipase) (EC 3.1.1.26) (Triacylglycerol lipase) (EC 3.1.1.3),PNLIPRP2,Cavia porcellus (Guinea pig),434,3.1.1.26; 3.1.1.3
P0AD59,IVY_ECOLI,reviewed,Inhibitor of vertebrate lysozyme,ivy ykfE b0220 JW0210,Escherichia coli (strain K12),157,
P0DJQ3,PAH_STRCL,reviewed,Proclavaminate amidinohydrolase (EC 3.5.3.22) (Proclavaminic acid amidino hydrolase),pah,Streptomyces clavuligerus,313,3.5.3.22
B3PC73,AGUA_CELJU,reviewed,Extracellular xylan exo-alpha-(1->2)-glucuronosidase (EC 3.2.1.131) (Alpha-glucuronidase),gla67A glcA67A CJA_2887,Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa),732,3.2.1.131
P10153,RNAS2_HUMAN,reviewed,Non-secretory ribonuclease (EC 4.6.1.18) (Eosinophil-derived neurotoxin) (RNase UpI-2) (Ribonuclease 2) (RNase 2) (Ribonuclease US),RNASE2 EDN RNS2,Homo sapiens (Human),161,4.6.1.18
Q13231,CHIT1_HUMAN,reviewed,Chitotriosidase-1 (EC 3.2.1.14) (Chitinase-1),CHIT1,Homo sapiens (Human),466,3.2.1.14
P06653,ALYS_STRPN,reviewed,Autolysin (EC 3.5.1.28) (Cell wall hydrolase) (Mucopeptide aminohydrolase) (Murein hydrolase) (N-acetylmuramoyl-L-alanine amidase),lytA SP_1937,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),318,3.5.1.28
P49424,MANA_CELJU,reviewed,"Mannan endo-1,4-beta-mannosidase (EC 3.2.1.78) (Mannanase 26A) (Man26A) (Mannanase A) (ManA)",manA man26A CJA_2770,Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa),423,3.2.1.78
P09960,LKHA4_HUMAN,reviewed,Leukotriene A-4 hydrolase (LTA-4 hydrolase) (EC 3.3.2.6) (Leukotriene A(4) hydrolase) (Tripeptide aminopeptidase LTA4H) (EC 3.4.11.4),LTA4H LTA4,Homo sapiens (Human),611,3.3.2.6; 3.4.11.4
P16035,TIMP2_HUMAN,reviewed,Metalloproteinase inhibitor 2 (CSC-21K) (Tissue inhibitor of metalloproteinases 2) (TIMP-2),TIMP2,Homo sapiens (Human),220,
P15057,LYS_BPCP1,reviewed,Lysozyme (EC 3.2.1.17) (CP-1 lysin) (Endolysin) (Muramidase),CPL1 22,Streptococcus phage Cp-1 (Bacteriophage Cp-1),339,3.2.1.17
O33897,O33897_RHOMR,unreviewed,Cellulase (EC 3.2.1.4),celA,Rhodothermus marinus (Rhodothermus obamensis),260,3.2.1.4
P11797,CHIB_SERMA,reviewed,Chitinase B (EC 3.2.1.14),chiB,Serratia marcescens,499,3.2.1.14
Q8RJN8,Q8RJN8_PSEHA,unreviewed,Cellulase (EC 3.2.1.4),xyl,Pseudoalteromonas haloplanktis (Alteromonas haloplanktis),426,3.2.1.4
P12724,ECP_HUMAN,reviewed,Eosinophil cationic protein (ECP) (EC 3.1.27.-) (Ribonuclease 3) (RNase 3),RNASE3 ECP RNS3,Homo sapiens (Human),160,3.1.27.-
P23776,EXG1_YEAST,reviewed,"Glucan 1,3-beta-glucosidase I/II (EC 3.2.1.58) (Exo-1,3-beta-glucanase I/II) (Soluble cell wall protein 6)",EXG1 BGL1 SCW6 YLR300W L8003.3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),448,3.2.1.58
P35030,TRY3_HUMAN,reviewed,Trypsin-3 (EC 3.4.21.4) (Brain trypsinogen) (Mesotrypsin) (Mesotrypsinogen) (Serine protease 3) (Serine protease 4) (Trypsin III) (Trypsin IV),PRSS3 PRSS4 TRY3 TRY4,Homo sapiens (Human),304,3.4.21.4
Q9I4E3,DDAH_PSEAE,reviewed,"N(G),N(G)-dimethylarginine dimethylaminohydrolase (DDAH) (Dimethylarginine dimethylaminohydrolase) (EC 3.5.3.18) (Dimethylargininase)",PA1195,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),254,3.5.3.18
Q9F5I8,CGIA_ALTMA,reviewed,Iota-carrageenase (EC 3.2.1.157),cgiA,Alteromonas macleodii (Pseudoalteromonas macleodii),491,3.2.1.157
P05630,ATPD_BOVIN,reviewed,"ATP synthase subunit delta, mitochondrial (ATP synthase F1 subunit delta) (F-ATPase delta subunit)",ATP5F1D ATP5D,Bos taurus (Bovine),168,
P05632,ATP5E_BOVIN,reviewed,"ATP synthase subunit epsilon, mitochondrial (ATPase subunit epsilon) (ATP synthase F1 subunit epsilon)",ATP5F1E ATP5E,Bos taurus (Bovine),51,
P83852,CBPD_LOPSP,reviewed,Carboxypeptidase D (EC 3.4.17.22) (CPD-2) (Metallocarboxypeptidase D) (Fragment),CPD,Lophonetta specularioides (Crested duck) (Anas specularioides),380,3.4.17.22
Q51400,Q51400_PSEAI,unreviewed,Beta-lactamase (EC 3.5.2.6),bla oxa-13,Pseudomonas aeruginosa,266,3.5.2.6
Q5SHN6,EFTU1_THET8,reviewed,Elongation factor Tu-A (EF-Tu-A),tufA tuf TTHA1694,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),406,
